candidate_group_id,preference,route_id,label,time_score,comfort_score,walk_score,transfer_score,reliability_score,recommend_score,is_synthetic
2026-07-12T14:52:35|46009,comfort,2026-07-12T14:52:35|46009|912A|1,0,70.93,61.12,50.21,74.44,13.71,57.26,True
2026-07-12T14:52:35|46009,comfort,2026-07-12T14:52:35|46009|964|1,0,72.44,56.69,47.54,15.9,19.89,51.52,True
2026-07-12T14:52:35|46009,comfort,2026-07-12T14:52:35|46009|966|1,0,32.68,63.56,85.74,75.85,14.94,54.8,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|903|1,1,79.2,59.59,50.98,74.73,19.83,67.73,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|161|1,0,37.03,60.22,49.1,42.78,21.58,39.94,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|169|1,0,35.97,63.14,64.49,75.2,21.89,43.81,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|178|1,0,30.44,63.55,77.04,75.66,22.08,41.85,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|858|1,0,13.75,59.84,50.2,74.73,21.86,28.62,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|901M|1,0,77.73,61.28,75.7,43.64,13.56,66.41,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|911|1,0,74.98,59.79,74.29,16.37,13.53,62.25,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|912A|1,0,70.93,61.12,50.21,74.44,13.71,62.24,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|964|1,0,72.44,56.69,47.54,15.9,19.89,58.28,True
2026-07-12T14:52:35|46009,fastest,2026-07-12T14:52:35|46009|966|1,0,32.68,63.56,85.74,75.85,14.94,43.37,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|903|1,1,79.2,59.59,50.98,74.73,19.83,66.51,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|161|1,0,37.03,60.22,49.1,42.78,21.58,42.0,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|169|1,0,35.97,63.14,64.49,75.2,21.89,58.93,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|178|1,0,30.44,63.55,77.04,75.66,22.08,59.01,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|858|1,0,13.75,59.84,50.2,74.73,21.86,52.28,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|901M|1,0,77.73,61.28,75.7,43.64,13.56,52.81,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|911|1,0,74.98,59.79,74.29,16.37,13.53,38.82,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|912A|1,0,70.93,61.12,50.21,74.44,13.71,64.06,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|964|1,0,72.44,56.69,47.54,15.9,19.89,36.16,True
2026-07-12T14:52:35|46009,less_transfer,2026-07-12T14:52:35|46009|966|1,0,32.68,63.56,85.74,75.85,14.94,59.58,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|901M|1,1,77.73,61.28,75.7,43.64,13.56,65.6,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|161|1,0,37.03,60.22,49.1,42.78,21.58,44.76,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|169|1,0,35.97,63.14,64.49,75.2,21.89,55.22,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|178|1,0,30.44,63.55,77.04,75.66,22.08,60.5,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|858|1,0,13.75,59.84,50.2,74.73,21.86,43.19,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|903|1,0,79.2,59.59,50.98,74.73,19.83,56.44,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|911|1,0,74.98,59.79,74.29,16.37,13.53,61.98,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|912A|1,0,70.93,61.12,50.21,74.44,13.71,53.95,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|964|1,0,72.44,56.69,47.54,15.9,19.89,48.32,True
2026-07-12T14:52:35|46009,less_walking,2026-07-12T14:52:35|46009|966|1,0,32.68,63.56,85.74,75.85,14.94,64.6,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|194|1,1,79.89,62.1,84.96,44.26,13.55,60.91,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|157|1,0,34.25,62.1,84.48,44.26,14.67,47.31,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|172|1,0,55.87,57.83,76.6,75.66,19.47,56.98,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|179|1,0,80.02,60.61,83.98,16.72,13.44,56.28,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|181|1,0,67.7,59.62,48.8,42.41,13.74,50.96,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|192|1,0,59.03,61.12,50.68,74.45,14.09,53.87,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|198|1,0,47.45,66.65,76.6,75.66,22.56,57.12,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|243G|1,0,80.58,61.12,50.52,74.44,13.44,60.21,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|243W|1,0,80.66,61.28,75.47,43.64,13.41,59.4,True
2026-07-12T14:52:36|22009,balanced,2026-07-12T14:52:36|22009|246|1,0,58.79,62.86,63.05,43.39,21.55,52.55,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|194|1,1,79.89,62.1,84.96,44.26,13.55,60.05,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|157|1,0,34.25,62.1,84.48,44.26,14.67,51.93,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|172|1,0,55.87,57.83,76.6,75.66,19.47,55.63,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|179|1,0,80.02,60.61,83.98,16.72,13.44,57.24,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|181|1,0,67.7,59.62,48.8,42.41,13.74,53.5,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|192|1,0,59.03,61.12,50.68,74.45,14.09,55.2,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|198|1,0,47.45,66.65,76.6,75.66,22.56,59.33,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|243G|1,0,80.58,61.12,50.52,74.44,13.44,58.99,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|243W|1,0,80.66,61.28,75.47,43.64,13.41,58.92,True
2026-07-12T14:52:36|22009,comfort,2026-07-12T14:52:36|22009|246|1,0,58.79,62.86,63.05,43.39,21.55,55.82,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|194|1,1,79.89,62.1,84.96,44.26,13.55,68.78,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|157|1,0,34.25,62.1,84.48,44.26,14.67,41.46,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|172|1,0,55.87,57.83,76.6,75.66,19.47,56.13,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|179|1,0,80.02,60.61,83.98,16.72,13.44,66.37,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|181|1,0,67.7,59.62,48.8,42.41,13.74,57.42,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|192|1,0,59.03,61.12,50.68,74.45,14.09,55.18,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|198|1,0,47.45,66.65,76.6,75.66,22.56,52.44,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|243G|1,0,80.58,61.12,50.52,74.44,13.44,68.03,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|243W|1,0,80.66,61.28,75.47,43.64,13.41,68.13,True
2026-07-12T14:52:36|22009,fastest,2026-07-12T14:52:36|22009|246|1,0,58.79,62.86,63.05,43.39,21.55,54.75,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|243G|1,1,80.58,61.12,50.52,74.44,13.44,66.18,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|157|1,0,34.25,62.1,84.48,44.26,14.67,44.45,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|172|1,0,55.87,57.83,76.6,75.66,19.47,63.63,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|179|1,0,80.02,60.61,83.98,16.72,13.44,40.97,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|181|1,0,67.7,59.62,48.8,42.41,13.74,47.69,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|192|1,0,59.03,61.12,50.68,74.45,14.09,61.52,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|194|1,0,79.89,62.1,84.96,44.26,13.55,54.42,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|198|1,0,47.45,66.65,76.6,75.66,22.56,63.14,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|243W|1,0,80.66,61.28,75.47,43.64,13.41,53.43,True
2026-07-12T14:52:36|22009,less_transfer,2026-07-12T14:52:36|22009|246|1,0,58.79,62.86,63.05,43.39,21.55,48.51,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|194|1,1,79.89,62.1,84.96,44.26,13.55,70.81,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|157|1,0,34.25,62.1,84.48,44.26,14.67,61.55,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|172|1,0,55.87,57.83,76.6,75.66,19.47,64.42,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|179|1,0,80.02,60.61,83.98,16.72,13.44,67.95,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|181|1,0,67.7,59.62,48.8,42.41,13.74,49.86,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|192|1,0,59.03,61.12,50.68,74.45,14.09,51.84,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|198|1,0,47.45,66.65,76.6,75.66,22.56,64.1,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|243G|1,0,80.58,61.12,50.52,74.44,13.44,56.01,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|243W|1,0,80.66,61.28,75.47,43.64,13.41,66.05,True
2026-07-12T14:52:36|22009,less_walking,2026-07-12T14:52:36|22009|246|1,0,58.79,62.86,63.05,43.39,21.55,56.45,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|803|1,1,83.4,61.94,64.94,74.92,13.4,63.49,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|800|1,0,73.08,61.12,50.21,74.44,13.64,57.95,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|804|1,0,81.76,61.28,75.82,43.64,13.44,59.78,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|806|1,0,77.84,61.94,64.37,74.92,13.52,61.76,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|807|1,0,75.18,61.94,64.65,74.92,13.66,61.02,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|812|1,0,70.82,58.95,61.75,16.03,13.62,49.7,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|851|1,0,36.78,60.45,63.07,43.03,14.55,44.25,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|854|1,0,46.71,61.23,63.78,43.4,21.49,48.62,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|857|1,0,48.44,61.28,75.7,43.64,14.37,49.91,True
2026-07-12T14:52:37|59009,balanced,2026-07-12T14:52:37|59009|859|1,0,67.4,59.26,84.03,17.64,36.75,55.8,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|803|1,1,83.4,61.94,64.94,74.92,13.4,61.12,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|800|1,0,73.08,61.12,50.21,74.44,13.64,57.63,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|804|1,0,81.76,61.28,75.82,43.64,13.44,59.15,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|806|1,0,77.84,61.94,64.37,74.92,13.52,60.09,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|807|1,0,75.18,61.94,64.65,74.92,13.66,59.65,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|812|1,0,70.82,58.95,61.75,16.03,13.62,52.87,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|851|1,0,36.78,60.45,63.07,43.03,14.55,49.67,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|854|1,0,46.71,61.23,63.78,43.4,21.49,52.8,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|857|1,0,48.44,61.28,75.7,43.64,14.37,53.26,True
2026-07-12T14:52:37|59009,comfort,2026-07-12T14:52:37|59009|859|1,0,67.4,59.26,84.03,17.64,36.75,57.09,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|803|1,1,83.4,61.94,64.94,74.92,13.4,71.3,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|800|1,0,73.08,61.12,50.21,74.44,13.64,63.52,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|804|1,0,81.76,61.28,75.82,43.64,13.44,68.82,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|806|1,0,77.84,61.94,64.37,74.92,13.52,67.92,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|807|1,0,75.18,61.94,64.65,74.92,13.66,66.36,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|812|1,0,70.82,58.95,61.75,16.03,13.62,58.39,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|851|1,0,36.78,60.45,63.07,43.03,14.55,40.53,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|854|1,0,46.71,61.23,63.78,43.4,21.49,47.37,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|857|1,0,48.44,61.28,75.7,43.64,14.37,48.92,True
2026-07-12T14:52:37|59009,fastest,2026-07-12T14:52:37|59009|859|1,0,67.4,59.26,84.03,17.64,36.75,61.04,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|803|1,1,83.4,61.94,64.94,74.92,13.4,68.27,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|800|1,0,73.08,61.12,50.21,74.44,13.64,64.53,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|804|1,0,81.76,61.28,75.82,43.64,13.44,53.7,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|806|1,0,77.84,61.94,64.37,74.92,13.52,67.02,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|807|1,0,75.18,61.94,64.65,74.92,13.66,66.47,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|812|1,0,70.82,58.95,61.75,16.03,13.62,36.65,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|851|1,0,36.78,60.45,63.07,43.03,14.55,42.5,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|854|1,0,46.71,61.23,63.78,43.4,21.49,45.7,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|857|1,0,48.44,61.28,75.7,43.64,14.37,46.45,True
2026-07-12T14:52:37|59009,less_transfer,2026-07-12T14:52:37|59009|859|1,0,67.4,59.26,84.03,17.64,36.75,40.81,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|859|1,1,67.4,59.26,84.03,17.64,36.75,67.69,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|800|1,0,73.08,61.12,50.21,74.44,13.64,54.38,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|803|1,0,83.4,61.94,64.94,74.92,13.4,63.91,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|804|1,0,81.76,61.28,75.82,43.64,13.44,66.45,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|806|1,0,77.84,61.94,64.37,74.92,13.52,62.53,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|807|1,0,75.18,61.94,64.65,74.92,13.66,62.15,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|812|1,0,70.82,58.95,61.75,16.03,13.62,54.76,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|851|1,0,36.78,60.45,63.07,43.03,14.55,51.04,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|854|1,0,46.71,61.23,63.78,43.4,21.49,54.2,True
2026-07-12T14:52:37|59009,less_walking,2026-07-12T14:52:37|59009|857|1,0,48.44,61.28,75.7,43.64,14.37,59.82,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|291|1,1,80.56,61.94,64.94,74.92,13.51,62.66,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|19|1,0,63.17,62.27,64.78,75.2,20.92,58.65,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|291|2,0,76.43,62.07,50.45,75.38,29.83,61.79,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|293|2,0,71.75,44.45,64.55,75.84,30.28,58.24,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|38|1,0,62.8,61.94,64.65,74.92,14.0,57.36,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|67|1,0,26.33,60.31,74.88,16.58,21.97,39.99,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|72|1,0,61.38,59.79,74.66,16.37,13.99,49.11,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|81|1,0,51.73,61.12,50.68,74.45,14.27,51.71,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|8|1,0,54.7,61.23,63.78,43.4,21.27,50.98,True
2026-07-12T14:52:37|75009,balanced,2026-07-12T14:52:37|75009|969|1,0,40.64,59.27,76.04,44.01,20.83,48.14,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|291|2,1,76.43,62.07,50.45,75.38,29.83,60.78,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|19|1,0,63.17,62.27,64.78,75.2,20.92,58.57,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|291|1,0,80.56,61.94,64.94,74.92,13.51,60.63,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|293|2,0,71.75,44.45,64.55,75.84,30.28,51.47,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|38|1,0,62.8,61.94,64.65,74.92,14.0,57.47,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|67|1,0,26.33,60.31,74.88,16.58,21.97,47.7,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|72|1,0,61.38,59.79,74.66,16.37,13.99,52.73,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|81|1,0,51.73,61.12,50.68,74.45,14.27,53.91,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|8|1,0,54.7,61.23,63.78,43.4,21.27,54.21,True
2026-07-12T14:52:37|75009,comfort,2026-07-12T14:52:37|75009|969|1,0,40.64,59.27,76.04,44.01,20.83,51.58,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|291|1,1,80.56,61.94,64.94,74.92,13.51,69.61,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|19|1,0,63.17,62.27,64.78,75.2,20.92,59.96,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|291|2,0,76.43,62.07,50.45,75.38,29.83,67.36,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|293|2,0,71.75,44.45,64.55,75.84,30.28,63.93,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|38|1,0,62.8,61.94,64.65,74.92,14.0,58.97,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|67|1,0,26.33,60.31,74.88,16.58,21.97,34.04,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|72|1,0,61.38,59.79,74.66,16.37,13.99,54.18,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|81|1,0,51.73,61.12,50.68,74.45,14.27,50.82,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|8|1,0,54.7,61.23,63.78,43.4,21.27,52.14,True
2026-07-12T14:52:37|75009,fastest,2026-07-12T14:52:37|75009|969|1,0,40.64,59.27,76.04,44.01,20.83,44.7,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|291|1,1,80.56,61.94,64.94,74.92,13.51,67.66,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|19|1,0,63.17,62.27,64.78,75.2,20.92,64.74,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|291|2,0,76.43,62.07,50.45,75.38,29.83,67.46,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|293|2,0,71.75,44.45,64.55,75.84,30.28,65.71,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|38|1,0,62.8,61.94,64.65,74.92,14.0,63.78,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|67|1,0,26.33,60.31,74.88,16.58,21.97,29.17,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|72|1,0,61.38,59.79,74.66,16.37,13.99,35.91,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|81|1,0,51.73,61.12,50.68,74.45,14.27,59.93,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|8|1,0,54.7,61.23,63.78,43.4,21.27,47.44,True
2026-07-12T14:52:37|75009,less_transfer,2026-07-12T14:52:37|75009|969|1,0,40.64,59.27,76.04,44.01,20.83,45.34,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|291|1,1,80.56,61.94,64.94,74.92,13.51,63.36,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|19|1,0,63.17,62.27,64.78,75.2,20.92,60.61,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|291|2,0,76.43,62.07,50.45,75.38,29.83,56.97,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|293|2,0,71.75,44.45,64.55,75.84,30.28,61.05,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|38|1,0,62.8,61.94,64.65,74.92,14.0,59.71,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|67|1,0,26.33,60.31,74.88,16.58,21.97,53.47,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|72|1,0,61.38,59.79,74.66,16.37,13.99,59.49,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|81|1,0,51.73,61.12,50.68,74.45,14.27,50.4,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|8|1,0,54.7,61.23,63.78,43.4,21.27,55.77,True
2026-07-12T14:52:37|75009,less_walking,2026-07-12T14:52:37|75009|969|1,0,40.64,59.27,76.04,44.01,20.83,58.86,True
2026-07-12T14:52:38|52009,balanced,2026-07-12T14:52:38|52009|142|1,1,72.32,62.75,76.28,75.38,13.7,62.19,True
2026-07-12T14:52:38|52009,balanced,2026-07-12T14:52:38|52009|139|1,0,43.85,54.25,61.88,16.24,19.7,41.39,True
