candidate_group_id,route_id,llm_label_count,llm_seed_count,llm_time_score,llm_time_score_std,llm_comfort_score,llm_comfort_score_std,llm_walk_score,llm_walk_score_std,llm_transfer_score,llm_transfer_score_std,llm_reliability_score,llm_reliability_score_std,llm_score_std_mean,llm_label_confidence,llm_reason_sample
backend_graph_od_00002_76191_46521,"graph_(121, 740)_76191_46521_1",3,3,70.0,2.357,80.0,2.357,90.0,0.0,80.0,0.0,75.0,4.714,1.8856,0.7406,ETA长，负载低，步行少，1次换乘，数据较新 | 较高ETA骑行时间较长1次换乘步行短但数据有降级 | 较长ETA和骑行时间，高负载，步行短，1次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(143, 740)_76191_46521_2",3,3,85.0,2.357,70.0,0.0,90.0,0.0,80.0,0.0,70.0,2.357,0.9428,0.7537,ETA短，步行少，1次换乘，负载中等，数据较新但部分字段降级 | 低ETA短骑行时间1次换乘步行短但数据有降级 | 短ETA和骑行时间，低负载，步行短，1次换乘，数据较旧
backend_graph_od_00002_76191_46521,"graph_(589, 740)_76191_46521_3",3,3,80.0,2.357,80.0,2.357,90.0,0.0,80.0,0.0,75.0,4.714,1.8856,0.7406,ETA较长，负载低，步行少，1次换乘，数据较新 | 中等ETA骑行时间短1次换乘步行短但数据有降级 | 中等ETA，骑行时间短，高负载，步行短，1次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 255, 726)_76191_46521_5",3,3,30.0,0.0,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,2.357,0.7341,ETA很长，步行较多，2次换乘，负载低，数据较新 | 高ETA长骑行时间2次换乘步行稍长数据有降级 | 长ETA和骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 255, 728)_76191_46521_6",3,3,30.0,0.0,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,2.357,0.7341,ETA很长，步行较多，2次换乘，负载低，数据较新 | 高ETA长骑行时间2次换乘步行稍长数据有降级 | 长ETA和骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 255, 740)_76191_46521_4",3,3,60.0,4.714,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,3.2998,0.7211,ETA长，步行较多，2次换乘，负载低，数据较新 | 高ETA但骑行时间较短2次换乘步行稍长数据有降级 | 中等骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 267, 740)_76191_46521_9",3,3,70.0,6.2361,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,3.6042,0.7169,ETA长但乘车时间短，步行较多，2次换乘，负载低 | 高ETA但骑行时间短2次换乘步行稍长数据有降级 | 短骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 489, 733)_76191_46521_7",3,3,25.0,2.357,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,2.8284,0.7276,ETA很长，步行较多，2次换乘，负载低，数据较新 | 高ETA长骑行时间2次换乘步行稍长数据有降级 | 长骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 489, 735)_76191_46521_8",3,3,30.0,4.0825,80.0,2.357,80.0,0.0,60.0,4.714,75.0,4.714,3.1735,0.7229,ETA很长，步行较多，2次换乘，负载低，数据较新 | 高ETA长骑行时间2次换乘步行稍长数据有降级 | 较长骑行时间，高负载，步行中等，2次换乘，数据较新
backend_graph_od_00002_76191_46521,"graph_(67, 740)_76191_46521_0",3,3,65.0,4.714,80.0,2.357,90.0,0.0,80.0,0.0,75.0,4.714,2.357,0.7341,ETA长但乘车时间短，步行少，1次换乘，负载低 | 高ETA但骑行时间短1次换乘步行短数据有降级 | 中等ETA，短骑行时间，高负载，步行短，1次换乘，数据较新
backend_graph_od_00003_95109_95029,"graph_(274,)_95109_95029_1",3,3,70.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,75.0,0.0,0.0,0.7667,ETA中等，无换乘，完整度较高，但频率一般 | ETA中等，无换乘，完整度较高，但频率一般 | ETA8.45分钟，零换乘，频率10.5分钟，完整度82%
backend_graph_od_00003_95109_95029,"graph_(30, 274)_95109_95029_12",3,3,20.0,9.4281,80.0,2.357,70.0,0.0,50.0,0.0,75.0,0.0,2.357,0.5905,ETA最长，有换乘，步行较长，完整度较高 | ETA最长，有换乘，步行距离长，但完整度较高 | ETA21.25分钟，一次换乘，步行6分钟，频率10.3分钟
backend_graph_od_00003_95109_95029,"graph_(30,)_95109_95029_0",3,3,30.0,7.0711,80.0,0.0,90.0,0.0,100.0,0.0,75.0,0.0,1.4142,0.6822,ETA很长，无换乘，但频率较低 | ETA很长，无换乘，但频率一般 | ETA21.25分钟，零换乘，频率10.125分钟，完整度82%
backend_graph_od_00003_95109_95029,"graph_(310,)_95109_95029_2",3,3,90.0,0.0,80.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.7932,ETA较短，频率高，无换乘，但拥堵较高且部分字段降级 | ETA较短，频率高，无换乘，但拥堵较高且降级字段多 | ETA较短2.55分钟，零换乘，频率8分钟，但拥堵60且降级字段多
backend_graph_od_00003_95109_95029,"graph_(360,)_95109_95029_3",3,3,50.0,4.714,80.0,0.0,90.0,0.0,100.0,0.0,75.0,0.0,0.9428,0.7045,ETA较长，无换乘，完整度较高，但频率一般 | ETA较长，无换乘，完整度较高，但频率一般 | ETA13.55分钟，零换乘，频率9.125分钟，完整度82%
backend_graph_od_00003_95109_95029,"graph_(362,)_95109_95029_4",3,3,95.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,70.0,0.0,0.0,0.85,最短ETA和乘车时间，无换乘，步行短，但数据新鲜度较低且有降级字段 | 最短ETA和乘车时间，无换乘，步行短，但数据新鲜度较低且有降级字段 | ETA最短1.2分钟，零换乘，步行4分钟，负载低，但部分字段降级
backend_graph_od_00003_95109_95029,"graph_(368,)_95109_95029_5",3,3,25.0,7.0711,70.0,0.0,90.0,0.0,100.0,0.0,75.0,0.0,1.4142,0.6172,ETA很长，无换乘，但负载较低 | ETA很长，无换乘，但负载较低 | ETA21.67分钟，零换乘，负载70，频率9.125分钟
backend_graph_od_00003_95109_95029,"graph_(406,)_95109_95029_6",3,3,20.0,7.0711,75.0,4.0825,90.0,0.0,100.0,0.0,60.0,0.0,2.2307,0.5599,ETA最长，无换乘，但数据新鲜度最差且频率低 | ETA最长，无换乘，但数据新鲜度差且频率低 | ETA22.35分钟，零换乘，频率15分钟，数据新鲜度低60204秒
backend_graph_od_00003_95109_95029,"graph_(407,)_95109_95029_7",3,3,25.0,7.0711,75.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,2.357,0.6065,ETA很长，无换乘，但监测分较低且频率低 | ETA很长，无换乘，但监测分低且频率低 | ETA21.58分钟，零换乘，频率15分钟，监控75%，拥堵60
backend_graph_od_00003_95109_95029,"graph_(449,)_95109_95029_8",3,3,40.0,7.0711,75.0,4.0825,90.0,0.0,100.0,0.0,65.0,0.0,2.2307,0.6399,ETA很长，无换乘，但拥堵高且部分字段降级 | ETA很长，无换乘，但拥堵高且降级字段多 | ETA15.23分钟，零换乘，拥堵60，频率9.5分钟，完整度76%
backend_graph_od_00004_9048_8057,"graph_(101,)_9048_8057_2",3,3,75.0,2.357,85.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,1.7593,0.7585,ETA中等，直达，负载低，但频率一般 | ETA较长5.03分，零换乘，负载低，监测好，数据较新鲜 | 较高ETA，中等服务间隔，直接路线，高负载分
backend_graph_od_00004_9048_8057,"graph_(120,)_9048_8057_3",3,3,90.0,0.0,80.0,2.357,90.0,0.0,100.0,0.0,70.0,4.0825,1.2879,0.7652,ETA短，频率高，直达，但监测分较低且部分退化 | ETA短1.47分，零换乘，负载低，监测分稍低，数据较新鲜 | 中等ETA，低服务间隔，直接路线，高负载分，监控分较低
backend_graph_od_00004_9048_8057,"graph_(145,)_9048_8057_4",3,3,50.0,7.0711,70.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,2.7021,0.7135,ETA长，直达，但负载高 | ETA很长12.8分，零换乘，负载70，监测好，数据较新鲜 | 高ETA，低服务间隔，直接路线，负载分70
backend_graph_od_00004_9048_8057,"graph_(169,)_9048_8057_5",3,3,95.0,0.0,85.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,1.2879,0.7977,ETA极短，直达，负载低，但部分字段退化且数据新鲜度一般 | ETA极短0.97分，零换乘，负载低，数据较新鲜但部分字段降级 | 低ETA，低服务间隔，直接路线，高负载分，数据较新
backend_graph_od_00004_9048_8057,"graph_(17, 31)_9048_8057_11",3,3,40.0,4.714,80.0,2.357,70.0,0.0,50.0,0.0,75.0,4.0825,2.2307,0.6719,需换乘，步行距离长，ETA较长 | ETA很长19.98分，一次换乘，步行较长，负载低，数据较新鲜 | 高ETA，需步行6分钟，一次换乘，服务间隔低
backend_graph_od_00004_9048_8057,"graph_(17,)_9048_8057_0",3,3,45.0,6.2361,80.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,2.5351,0.7158,直达但ETA长，频率较高 | ETA很长19.98分，零换乘，负载低，监测好，数据较新鲜 | 高ETA，直接路线，低服务间隔，数据较新
backend_graph_od_00004_9048_8057,"graph_(186,)_9048_8057_6",3,3,85.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,1.2879,0.7652,ETA较短，直达，但负载较高，频率一般 | ETA中等2.43分，零换乘，负载70，监测好，数据较新鲜 | 中等ETA，中等服务间隔，直接路线，负载分70，数据较新
backend_graph_od_00004_9048_8057,"graph_(31,)_9048_8057_1",3,3,30.0,4.714,75.0,2.357,90.0,0.0,100.0,0.0,60.0,4.0825,2.2307,0.6399,ETA很长，监测分低，部分退化 | ETA极长26.97分，零换乘，负载低，监测分低，部分字段降级 | 很高ETA，直接路线，监控分低，有降级字段
backend_graph_od_00004_9048_8057,"graph_(437,)_9048_8057_7",3,3,10.0,4.714,80.0,2.357,90.0,0.0,100.0,0.0,75.0,4.0825,2.2307,0.6879,ETA极长，直达但频率低 | ETA极长42.25分，零换乘，负载低，监测好，数据较新鲜 | 极高ETA，直接路线，高服务间隔
backend_graph_od_00004_9048_8057,"graph_(438,)_9048_8057_8",3,3,60.0,4.714,80.0,2.357,90.0,0.0,100.0,0.0,65.0,4.0825,2.2307,0.6719,ETA较长，直达，但数据陈旧且部分退化 | ETA长10.48分，零换乘，负载低，数据较旧，部分字段降级 | 高ETA，高服务间隔，直接路线，数据较旧，有降级字段
backend_graph_od_00005_66359_59111,"graph_(12, 449, 641)_66359_59111_1",3,3,60.0,7.0711,60.0,2.357,80.0,0.0,60.0,14.1421,70.0,0.0,4.714,0.6711,2次换乘，乘车时间107分钟较长，步行8分钟，服务频率9.7分钟，负载较低但ETA较长 | 2次换乘，骑行107分钟较长，步行8分钟，服务频率9.7分钟，负荷中等 | ride time 107min较长，频率9.7min中等，2次换乘，负荷70较低，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 10, 176)_66359_59111_4",3,3,75.0,2.357,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,3.8886,0.682,2次换乘，乘车时间82分钟，步行8分钟，服务频率11.5分钟，数据较新但部分字段降级 | 2次换乘，骑行82分钟，步行8分钟，服务频率11.5分钟，负荷低，数据较新 | ride time 82min中等，频率11.5min较慢，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 10, 599)_66359_59111_5",3,3,60.0,4.714,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,4.36,0.6758,2次换乘，乘车时间114分钟较长，步行8分钟，服务频率9.75分钟，数据较新但部分字段降级 | 2次换乘，骑行114分钟较长，步行8分钟，服务频率9.75分钟，负荷低 | ride time 114min较长，频率9.75min较快，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 10, 633)_66359_59111_6",3,3,75.0,2.357,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,3.8886,0.682,2次换乘，乘车时间82分钟，步行8分钟，服务频率10.1分钟，数据较新但部分字段降级 | 2次换乘，骑行82分钟，步行8分钟，服务频率10.1分钟，负荷低 | ride time 82min中等，频率10.1min中等，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 10, 641)_66359_59111_3",3,3,75.0,2.357,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,3.8886,0.682,2次换乘，乘车时间82分钟，步行8分钟，服务频率10.2分钟，数据较新但部分字段降级 | 2次换乘，骑行82分钟，步行8分钟，服务频率10.2分钟，负荷低 | ride time 82min中等，频率10.2min中等，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 10, 644)_66359_59111_7",3,3,75.0,2.357,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,3.8886,0.682,2次换乘，乘车时间82分钟，步行8分钟，服务频率11.4分钟，数据较新但部分字段降级 | 2次换乘，骑行82分钟，步行8分钟，服务频率11.4分钟，负荷低 | ride time 82min中等，频率11.4min较慢，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 24, 641)_66359_59111_8",3,3,70.0,2.357,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,3.8886,0.682,2次换乘，乘车时间88分钟，步行8分钟，服务频率10.5分钟，数据较新但部分字段降级 | 2次换乘，骑行88分钟，步行8分钟，服务频率10.5分钟，负荷低 | ride time 88min略长，频率10.5min中等，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 449, 641)_66359_59111_2",3,3,65.0,4.714,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,4.36,0.6758,2次换乘，乘车时间105分钟较长，步行8分钟，服务频率9分钟，数据较新但部分字段降级 | 2次换乘，骑行105分钟较长，步行8分钟，服务频率9分钟，负荷低 | ride time 105min较长，频率9.0min较快，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(41, 668, 641)_66359_59111_9",3,3,70.0,4.714,70.0,2.9439,80.0,0.0,60.0,14.1421,70.0,0.0,4.36,0.6758,2次换乘，乘车时间90分钟，步行8分钟，服务频率9分钟，数据较新但部分字段降级 | 2次换乘，骑行90分钟，步行8分钟，服务频率9分钟，负荷低 | ride time 90min略长，频率9.0min较快，2次换乘，数据部分降级
backend_graph_od_00005_66359_59111,"graph_(449, 641)_66359_59111_0",3,3,65.0,2.357,70.0,2.9439,90.0,2.357,80.0,4.714,65.0,0.0,2.4744,0.7007,1次换乘，乘车时间104分钟，步行6分钟较短，服务频率8.3分钟，监控分数略低 | 1次换乘，骑行104分钟，步行6分钟较短，服务频率8.3分钟，负荷低但监控分数较低 | ride time 104min较长，频率8.3min较快，1次换乘，步行6min较短，监控75较低
backend_graph_od_00006_75009_76191,"graph_(1, 225)_75009_76191_11",3,3,70.0,0.0,70.0,2.357,70.0,4.714,60.0,4.714,70.0,2.357,2.8284,0.6802,有1次换乘，步行6分钟，ETA3.72分钟，数据较完整 | 一次换乘、步行较长、ETA中等，但数据较完整 | 一次换乘，步行较长，ETA中等
backend_graph_od_00006_75009_76191,"graph_(225,)_75009_76191_0",3,3,75.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,0.9428,0.77,无换乘，步行4分钟，ETA6.72分钟，数据较完整 | 无换乘、短步行，但ETA较高，数据较完整 | ETA稍高，零换乘，步行短，数据较完整
backend_graph_od_00006_75009_76191,"graph_(314,)_75009_76191_1",3,3,15.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.5784,无换乘，步行4分钟，但ETA30.72分钟很长 | 无换乘、短步行，但ETA极高，数据有降级 | ETA极高，零换乘，步行短，数据降级
backend_graph_od_00006_75009_76191,"graph_(319,)_75009_76191_2",3,3,50.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,0.9428,0.6717,无换乘，步行4分钟，但ETA13.72分钟较长 | 无换乘、短步行，但ETA很高，服务频率低 | ETA高，零换乘，步行短，服务间隔大
backend_graph_od_00006_75009_76191,"graph_(320,)_75009_76191_3",3,3,85.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.7767,无换乘，步行4分钟，ETA4.72分钟，服务频率高6.75分钟 | 无换乘、短步行、低ETA，但服务频率高，数据有降级 | 低ETA，零换乘，步行短，但数据降级
backend_graph_od_00006_75009_76191,"graph_(322,)_75009_76191_4",3,3,70.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.7436,无换乘，步行4分钟，ETA7.72分钟，部分字段降级 | 无换乘、短步行，但ETA高，数据有降级 | ETA较高，零换乘，步行短，数据降级
backend_graph_od_00006_75009_76191,"graph_(327,)_75009_76191_5",3,3,20.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.6114,无换乘，步行4分钟，但ETA29.72分钟且服务间隔32.25分钟 | 无换乘、短步行，但ETA极高，服务频率极低 | ETA极高，零换乘，步行短，服务间隔极大
backend_graph_od_00006_75009_76191,"graph_(371,)_75009_76191_6",3,3,95.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,2.357,0.9428,0.8028,ETA最短2.72分钟，无换乘，步行4分钟，但部分字段降级 | 低ETA、短乘车时间、无换乘、步行短，但数据有降级 | 低ETA，零换乘，步行短，但数据有降级
backend_graph_od_00006_75009_76191,"graph_(375,)_75009_76191_7",3,3,30.0,0.0,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.4714,0.6445,无换乘，步行4分钟，但ETA27.72分钟很长 | 无换乘、短步行，但ETA非常高，数据有降级 | ETA很高，零换乘，步行短，数据降级
backend_graph_od_00006_75009_76191,"graph_(391,)_75009_76191_8",3,3,10.0,0.0,75.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,0.9428,0.5571,无换乘，步行4分钟，但ETA31.72分钟最长，拥堵较低 | 无换乘、短步行，但ETA极高，拥堵较低 | ETA最高，零换乘，步行短，拥堵较低
backend_graph_od_00007_76191_76199,"graph_(121,)_76191_76199_0",3,3,20.0,4.714,75.0,4.0825,90.0,0.0,100.0,0.0,70.0,2.357,2.2307,0.6559,长ETA和乘车时间，高负载，监控一般 | 高ETA长乘车时间无换乘高负载但数据较完整 | 高ETA长乘车时间低频次无换乘
backend_graph_od_00007_76191_76199,"graph_(225,)_76191_76199_1",3,3,30.0,4.714,75.0,4.0825,90.0,0.0,100.0,0.0,70.0,2.357,2.2307,0.7039,长乘车时间，高负载，但监控和完整性较好 | 高ETA长乘车时间无换乘高负载但数据较完整 | 高ETA长乘车时间低频次无换乘
backend_graph_od_00007_76191_76199,"graph_(310,)_76191_76199_2",3,3,60.0,4.714,70.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,1.8856,0.6923,中等ETA，短乘车时间，高负载，但数据降级 | 高ETA短乘车时间无换乘高负载但历史流量中等 | 高ETA短乘车时间中频次无换乘
backend_graph_od_00007_76191_76199,"graph_(319,)_76191_76199_3",3,3,25.0,2.357,75.0,4.0825,90.0,0.0,100.0,0.0,70.0,2.357,1.7593,0.6617,长ETA和乘车时间，高负载，监控一般 | 高ETA长乘车时间无换乘高负载但数据较完整 | 高ETA长乘车时间低频次无换乘
backend_graph_od_00007_76191_76199,"graph_(320,)_76191_76199_4",3,3,70.0,2.357,70.0,2.357,90.0,0.0,100.0,0.0,70.0,2.357,1.4142,0.7147,中等ETA，短乘车时间，高负载，但数据来源有降级 | 中等ETA短乘车时间无换乘高负载但历史流量中等 | 高ETA短乘车时间高频次无换乘
backend_graph_od_00007_76191_76199,"graph_(322,)_76191_76199_5",3,3,90.0,4.0825,70.0,2.357,90.0,0.0,100.0,0.0,75.0,2.357,1.7593,0.8069,短ETA和乘车时间，低负载，但历史流量和拥堵中等，数据新鲜度一般 | 低ETA短乘车时间无换乘低负载但历史流量中等 | 低ETA短乘车时间高频次无换乘
backend_graph_od_00007_76191_76199,"graph_(325,)_76191_76199_6",3,3,85.0,2.357,75.0,4.0825,90.0,0.0,100.0,0.0,75.0,2.357,1.7593,0.7908,短乘车时间，高负载，低拥堵，监控好 | 低ETA短乘车时间无换乘高负载但频率稍低 | 中等ETA短乘车时间低频次无换乘
backend_graph_od_00007_76191_76199,"graph_(371,)_76191_76199_7",3,3,50.0,2.357,70.0,2.357,90.0,0.0,100.0,0.0,65.0,0.0,0.9428,0.6717,中等ETA和乘车时间，高负载，数据降级 | 高ETA中等乘车时间无换乘高负载但数据完整度低 | 高ETA中乘车时间中频次无换乘
backend_graph_od_00007_76191_76199,"graph_(391,)_76191_76199_8",3,3,40.0,2.357,80.0,4.714,90.0,0.0,100.0,0.0,70.0,2.357,1.8856,0.644,较长ETA，中等乘车时间，高负载，低拥堵 | 高ETA中等乘车时间无换乘高负载低拥堵 | 高ETA中乘车时间低频次无换乘
backend_graph_od_00007_76191_76199,"graph_(67, 225)_76191_76199_10",3,3,15.0,4.0825,75.0,4.0825,80.0,0.0,50.0,4.714,70.0,2.357,3.0472,0.5986,长ETA和乘车时间，有换乘，步行稍长 | 高ETA长乘车时间有换乘步行稍长高负载 | 高ETA长乘车时间低频次有换乘
backend_graph_od_00008_17009_22009,"graph_(100, 101, 245)_17009_22009_34",3,3,30.0,4.714,70.0,2.357,80.0,0.0,60.0,4.714,60.0,0.0,2.357,0.6543,长ETA和骑行时间，2次换乘，步行较长，多个字段降级 | ETA较长乘车时间长步行较长2次换乘数据有降级 | 高ETA长乘车时间2次换乘频率较低多个退化字段
backend_graph_od_00008_17009_22009,"graph_(101, 245)_17009_22009_0",3,3,60.0,4.714,70.0,0.0,90.0,0.0,80.0,0.0,75.0,2.357,1.4142,0.7472,中等骑行时间，1次换乘，步行短，部分字段降级 | ETA中等乘车时间适中步行短1次换乘数据较新 | 中等ETA短乘车时间1次换乘频率适中实时数据部分退化
backend_graph_od_00008_17009_22009,"graph_(101, 331)_17009_22009_1",3,3,15.0,4.0825,70.0,0.0,90.0,0.0,80.0,0.0,75.0,2.357,1.2879,0.6838,极长骑行时间，1次换乘，步行短，部分字段降级 | ETA中等乘车时间很长步行短1次换乘数据较新 | 高ETA极长乘车时间1次换乘频率低实时数据部分退化
backend_graph_od_00008_17009_22009,"graph_(115, 183)_17009_22009_2",3,3,20.0,4.714,70.0,0.0,90.0,0.0,80.0,0.0,75.0,2.357,1.4142,0.6984,极长骑行时间，1次换乘，步行短，部分字段降级 | ETA较长乘车时间很长步行短1次换乘数据较新 | 高ETA极长乘车时间1次换乘频率适中实时数据部分退化
backend_graph_od_00008_17009_22009,"graph_(115, 185)_17009_22009_3",3,3,40.0,2.357,70.0,0.0,90.0,0.0,80.0,0.0,75.0,2.357,0.9428,0.7045,骑行时间较长，1次换乘，步行短，部分字段降级 | ETA较长乘车时间较长步行短1次换乘数据较新 | 高ETA长乘车时间1次换乘频率适中实时数据部分退化
backend_graph_od_00008_17009_22009,"graph_(156, 183)_17009_22009_4",3,3,40.0,4.0825,65.0,0.0,90.0,0.0,80.0,0.0,65.0,2.357,1.2879,0.6675,骑行时间较长，1次换乘，步行短，多个字段降级 | ETA最长乘车时间较长步行短1次换乘数据有降级 | 高ETA中等乘车时间1次换乘频率适中拥堵低退化多
backend_graph_od_00008_17009_22009,"graph_(158, 183)_17009_22009_6",3,3,15.0,6.2361,65.0,0.0,90.0,0.0,80.0,0.0,65.0,2.357,1.7186,0.6622,极长骑行时间，1次换乘，步行短，多个字段降级 | ETA较长乘车时间很长步行短1次换乘数据有降级 | 高ETA极长乘车时间1次换乘频率适中拥堵低退化多
backend_graph_od_00008_17009_22009,"graph_(158, 185)_17009_22009_7",3,3,35.0,4.714,65.0,0.0,90.0,0.0,80.0,0.0,65.0,2.357,1.4142,0.6659,骑行时间较长，1次换乘，步行短，多个字段降级 | ETA较长乘车时间较长步行短1次换乘数据有降级 | 高ETA长乘车时间1次换乘频率适中拥堵低退化多
backend_graph_od_00008_17009_22009,"graph_(158, 245)_17009_22009_5",3,3,60.0,4.0825,70.0,0.0,90.0,0.0,80.0,0.0,75.0,2.357,1.2879,0.7489,中等骑行时间，1次换乘，步行短，部分字段降级 | ETA较长乘车时间适中步行短1次换乘数据较新 | 中等ETA短乘车时间1次换乘频率适中实时数据部分退化
